Id,SalePrice
1461,254115.72671940178
1462,312218.1621869439
1463,319217.9743750179
1464,333825.07885540416
1465,335895.50554227014
1466,321201.45062932884
1467,338562.1650892878
1468,313850.1024007937
1469,342612.00907977344
1470,265499.3041554452
1471,350152.94600870647
1472,252414.9170398719
1473,236422.6941270763
1474,288704.1587558193
1475,244023.60356552713
1476,498378.30490917177
1477,391151.90201207134
1478,456221.4185408754
1479,439296.7458266313
1480,571137.2520027889
1481,438733.4181705583
1482,362501.4448225922
1483,326170.1131992708
1484,312800.82969702804
1485,351449.68599509774
1486,359728.78079028195
1487,441545.8023589952
1488,384980.17119049863
1489,334971.03804839356
1490,389751.3888179094
1491,356143.5104807874
1492,234992.19314433448
1493,350252.66330676526
1494,442183.44102607016
1495,416794.94734349987
1496,383876.5225266372
1497,316567.0752962902
1498,312455.86162616755
1499,313922.13344247895
1500,307543.33083073655
1501,364447.10443456285
1502,298769.77822798374
1503,417264.5699396569
1504,388198.616753818
1505,371993.2571028024
1506,341908.97963919444
1507,389518.07146713
1508,361155.77256510546
1509,302323.653026436
1510,284314.7277637953
1511,300993.41327354265
1512,332300.02627798077
1513,308775.5694560623
1514,286189.4541766576
1515,361772.4969585473
1516,333549.9435033412
1517,312065.04614453064
1518,263743.0953688193
1519,375812.93307417515
1520,275561.2698254853
1521,263255.3227307042
1522,349652.1886890116
1523,246628.63402640703
1524,276418.03240594035
1525,247675.5112921195
1526,237484.8409977404
1527,244518.14010831364
1528,294049.78989300155
1529,286482.50252747675
1530,347883.4417528033
1531,295440.20141854
1532,258239.96270162426
1533,309004.2727785702
1534,292628.32466966216
1535,307800.2680068023
1536,260414.7979594851
1537,201903.93374937633
1538,298960.1729902455
1539,373010.60987600964
1540,268082.0211624834
1541,283565.22255377704
1542,275148.7196918868
1543,327681.3354013143
1544,238869.1017661728
1545,261921.73529494274
1546,288517.19962792913
1547,296731.63638318004
1548,277217.4796240027
1549,262082.9062524098
1550,289456.6920964266
1551,280181.22837245604
1552,292961.80692562135
1553,304642.5123611274
1554,262499.41750110337
1555,305448.7665353366
1556,216817.8295994657
1557,268962.44819302624
1558,257309.83583196532
1559,237007.07747146464
1560,292307.9269782158
1561,295313.2045173226
1562,270480.84635480377
1563,263958.5511642713
1564,306119.2728500252
1565,279910.7266490401
1566,378905.51402886864
1567,228325.98529059254
1568,382643.9957817772
1569,285248.8539775484
1570,281972.6125110411
1571,249834.5042784789
1572,284056.43779671844
1573,389353.941183242
1574,270813.41073929286
1575,383089.25127667096
1576,405443.3213609278
1577,340912.30880824476
1578,302675.8401602467
1579,277603.23214469734
1580,338767.89592469414
1581,300720.65677628526
1582,275614.36180112395
1583,432077.9709866396
1584,371081.35452443524
1585,303593.8643413668
1586,176559.08348737564
1587,250453.20191387413
1588,297479.25911121746
1589,257658.69813652057
1590,284912.78689594683
1591,227504.48224249808
1592,281267.8158280279
1593,287173.71957037644
1594,278774.1916762267
1595,273614.1608167791
1596,359375.68455087254
1597,314968.9226185805
1598,340450.10632458236
1599,332897.8494134601
1600,327111.13340122695
1601,191392.15797740268
1602,265378.830979879
1603,206228.0849700258
1604,420393.895246302
1605,394639.3454704853
1606,323742.7107566602
1607,308013.80054551805
1608,377907.22784530977
1609,335391.64362723776
1610,301161.1595100553
1611,283469.64299147506
1612,329405.5363805115
1613,311925.7779631468
1614,283748.490001424
1615,232706.1524186337
1616,209449.41565077705
1617,214572.32528334763
1618,252501.95949053066
1619,302176.25670744595
1620,302936.54805536754
1621,282916.6023967811
1622,303442.8161046407
1623,401997.9609071689
1624,373830.508597584
1625,260085.39041686524
1626,333110.9446885716
1627,330194.73481871746
1628,431031.0346662614
1629,324506.1052247847
1630,461871.99300817377
1631,356840.38169249566
1632,368473.8756068202
1633,332655.87761624344
1634,339586.65744722635
1635,336966.7065549856
1636,301133.99428081745
1637,350846.3007666755
1638,360500.0741257933
1639,328452.93140305555
1640,413910.02321926784
1641,331783.8804978824
1642,402140.08247325383
1643,373710.470728389
1644,380813.3517285283
1645,388233.5372263647
1646,311221.68343262933
1647,304445.1877726163
1648,278957.7962371197
1649,280467.755776379
1650,256058.40234930022
1651,259340.05186261935
1652,256235.71437770082
1653,254570.41518030013
1654,291199.44704663474
1655,297793.6033739783
1656,282787.46303877374
1657,295660.52562137856
1658,295887.7598668379
1659,252954.05629652832
1660,306104.0265600304
1661,562047.6209075688
1662,488944.9497567748
1663,520153.29284177255
1664,585346.1431841194
1665,473601.6567126245
1666,441144.2996198789
1667,492695.02620318974
1668,495224.6998557013
1669,457872.06016270514
1670,487827.33385634935
1671,407694.5969413242
1672,528778.8064581973
1673,441144.9887954509
1674,409361.78341896017
1675,359296.24219696247
1676,360897.68362642336
1677,364397.6559404775
1678,575482.8158056235
1679,488339.5514261995
1680,460688.265368677
1681,421253.1732674369
1682,439018.272574167
1683,340522.19487968227
1684,340735.7864403976
1685,343954.1310132737
1686,322855.6575449845
1687,337830.4441710205
1688,356840.17122589797
1689,360584.48386556096
1690,363047.1667128715
1691,349350.57161408383
1692,437300.27223017206
1693,337484.2258534776
1694,328836.6495351803
1695,311845.97700400045
1696,425346.3906039507
1697,312723.64854651643
1698,450037.3349474303
1699,466866.7889142907
1700,396932.7364213099
1701,420594.45728901704
1702,404722.6363493558
1703,394766.0931526227
1704,431486.3736381775
1705,415612.3536600047
1706,545394.9726785528
1707,376776.1615663499
1708,349687.9669922306
1709,417328.6249131188
1710,383063.586708626
1711,429648.0311271772
1712,396709.8195735188
1713,417505.66416287236
1714,372257.0095405786
1715,357118.80299588456
1716,326699.45872493717
1717,328903.26252620015
1718,286307.43617075356
1719,363662.39061481715
1720,401683.08791431924
1721,325148.7899173489
1722,279284.22778737126
1723,311184.3250160492
1724,361704.86937153456
1725,381737.86842888314
1726,349848.9477542164
1727,304096.4711507901
1728,351608.1780761371
1729,309792.2649892876
1730,297273.3454883457
1731,284446.306095249
1732,275595.3853530991
1733,250192.87906970875
1734,262106.70542780962
1735,292912.94563365635
1736,249239.4678653567
1737,426818.0449553863
1738,388032.11467115185
1739,409901.64475835883
1740,360168.86804136564
1741,344203.80090302275
1742,337302.88467240613
1743,332433.6262353917
1744,475273.53677437454
1745,369619.8763693415
1746,367042.4494205534
1747,364792.4367575287
1748,381290.5132737658
1749,320077.3732093435
1750,281118.44151056
1751,402155.3347832493
1752,260614.9521498403
1753,297446.30068219476
1754,355643.39682881534
1755,342123.0021286658
1756,286181.26035038754
1757,253865.72248441982
1758,307995.8479625308
1759,311947.08922236064
1760,313577.56198869785
1761,308153.09058290627
1762,334233.6766773467
1763,331771.23160382523
1764,253085.50684104743
1765,344292.68972434103
1766,335094.8689096458
1767,379918.5874984644
1768,289992.0537407312
1769,317129.70049352665
1770,309043.2471207406
1771,262093.52865368756
1772,292867.408173603
1773,264706.721188657
1774,300143.91170050343
1775,278900.93961451994
1776,286997.3170556626
1777,262196.5868546781
1778,290492.6852463512
1779,262622.38129360555
1780,328906.13947589067
1781,267271.6627473412
1782,219818.13256997569
1783,293873.8618528391
1784,263439.71723002545
1785,267847.61593017564
1786,280940.60705614975
1787,328990.8644656837
1788,236475.23157068272
1789,241678.71409819415
1790,185709.19830621686
1791,356940.15899711754
1792,301849.89821471344
1793,289480.5526256948
1794,319572.0885163855
1795,282099.2823324308
1796,290823.4770884239
1797,280136.19892951613
1798,256383.4015512732
1799,247109.09085452207
1800,281531.0408099876
1801,265768.1517629693
1802,282898.7016810749
1803,309602.3150928519
1804,290392.19906062563
1805,289335.1121688576
1806,277781.91954813106
1807,301312.2002011419
1808,284357.64473160775
1809,280822.4498010343
1810,295006.3661410636
1811,283651.56507918634
1812,264055.52515305625
1813,267843.05416748975
1814,252749.74716546014
1815,171136.96067135036
1816,267982.4974627816
1817,288300.59427522495
1818,330690.53415348264
1819,279511.26432809513
